GWD	CLM	BEB	PEL	LWK	MSL	GBR	IBS	ASW	FIN	TSI	KHV	CEU	YRI	CHB	STU	CHS	ESN	ACB	GIH	PJL	MXL	ITU	CDX	JPT	PUR
0.004536468029721404	0.001381759863122705	0.003442678011643528	0.0008752023838230734	0.004683160875821426	0.0038089475503976203	0.0016739034997461954	0.0016066368492244495	0.0037815962505403492	0.0014847298751918723	0.0011773770535452777	0.002482524214330144	0.00134004884004884	0.004636651958080531	0.001791834931099021	0.002703570737201485	0.0019842915395476036	0.003913817906890051	0.0036071781153834592	0.0025876091421733146	0.0026848973395026043	0.001106873037676609	0.00298514754739105	0.002380509244595085	0.0015173149219201846	0.0019082306582306574
0.0024630886973431732	0.0020191036341949456	0.0018309461949424445	0.0018084270141776133	0.0024148690541883244	0.0026082440283075924	0.001263576621871201	0.0014450479502067033	0.0023485308129994843	0.0017718119779794423	0.001334366526223544	0.0020897404925222284	0.0013348388212436545	0.0023770965613865913	0.002138115387122995	0.0019146609197348726	0.0020628858433110837	0.002375539430576868	0.0024865410704724795	0.0017120069265457608	0.001583805939824385	0.0016376540545724834	0.0016186079574807514	0.002101307087758641	0.002119794703273794	0.001767157984680643
0.004031840355126083	0.0035462107773054047	0.0033941784168644417	0.0031246606791071395	0.003724763888935787	0.00405725984961351	0.003405577710722594	0.0035159863858970114	0.003964342293861745	0.0033010953279209616	0.0034746600372112762	0.0034297160414340166	0.0033601875707138856	0.003807541636489007	0.0035496600409698257	0.002949062200227175	0.0032248618643852013	0.003896736954297242	0.0037157439878159207	0.0029440450818191658	0.00356278263134219	0.0033185929567508513	0.003249204775592565	0.003654343744259256	0.003350439188389327	0.003712018975176869
0.0021184572845876033	0.001488642432017314	0.0014875465528913039	0.0011174678429266554	0.0020785363368806624	0.002177199102074989	0.0013605763670323575	0.0014764265327582133	0.001988020162509816	0.001376295471660726	0.001448595790999754	0.001568940346637009	0.0014754380865241604	0.002103722626158729	0.0015054565829481974	0.0013468789476086527	0.0014620236693995655	0.002154391699511625	0.0018837885701602228	0.0015094688553427462	0.0014177935826497291	0.001445622938975801	0.0014322095942771516	0.0015330425444025576	0.0016038151936849786	0.0015366437178064034
0.0024468448523081027	0.0018286266604631755	0.0018329120425787766	0.0016828401162782428	0.002338285780296822	0.002432104827707577	0.001660085903794965	0.0017457158480623791	0.002255524011540939	0.0016624546557537322	0.0017302427483841356	0.0018085587289832937	0.0017335387122795138	0.0023780880664568318	0.0017991102245177508	0.0018673928034440455	0.0017651839787324742	0.002408725394789597	0.0024166358301798683	0.001808083853878704	0.0018403509967341376	0.001876139696816312	0.0018650155772415569	0.0018149659405197315	0.0018066329201991101	0.0018806351880759095
0.002397102483196011	0.002233995721444116	0.002198263718855392	0.002006571975597546	0.0024072863877688984	0.002344745140326425	0.0022948352559110674	0.0022002284475694718	0.0024376394641864273	0.002326877711137662	0.002244980922612051	0.0020020985929262644	0.002276824872369447	0.0023477093416205586	0.0019244391081204724	0.0020858892158481333	0.0020059751853019957	0.002386788337338004	0.0024291323032549286	0.00205054111040383	0.002239386275036817	0.0020194928720036775	0.0020832590704732003	0.0018631679003255814	0.0019895063047168796	0.002333158744707782
0.002124655825894902	0.0017196515954231533	0.001799532979004091	0.0013459789269808385	0.002159722678689843	0.0021240679347852703	0.0018541837797210572	0.0017800724420969482	0.0020867420787043347	0.001718683047924774	0.0017389761684219825	0.001556068076321541	0.0017023240402531442	0.002094351717768355	0.0015431703037650513	0.0018029956167556801	0.0015219814280616663	0.002254343307883637	0.002168693968816892	0.0018040422928041217	0.0017937328382111185	0.0015874528776788279	0.0018321797467200068	0.0015427258609153561	0.0015091385757974366	0.001772447326585078
0.002249654735507496	0.0018368962222348843	0.0017425784194384979	0.0014181805584806014	0.0022272489863910147	0.0023944077461832396	0.0017603651004719917	0.001657352414751445	0.0023208216011124027	0.001774782568662903	0.0016482643921917554	0.001688895649270275	0.0016724064489792255	0.0022858787838972417	0.0016598352487473542	0.0019268952195658836	0.0016784992175064648	0.0023609552745528185	0.0023229953694321485	0.0017971158833647127	0.0018955020623059075	0.0016991668163978866	0.0018921938659849857	0.0016099124561296957	0.00158277346942429	0.0017529623581024926
0.0016594639145990236	0.00132585351120144	0.0011559247314167507	0.0012538162150622346	0.0016556064027372869	0.001700639977368171	0.0011508572106543275	0.0012020632730018336	0.0017056297824189386	0.0011723679594744056	0.001185033891156145	0.0009438519386237206	0.0012024066973346204	0.0015994753047609421	0.0009560626679187684	0.0012095527280244099	0.0009075228811500951	0.0015370432394968686	0.0016556941191721015	0.0011879490643752942	0.001209570910725826	0.0012415359452198752	0.0011470365471459578	0.0008410570265060902	0.0009523686864429253	0.0013177297085465816
0.001777980013076093	0.0013967331901080064	0.0015439979327151053	0.0013823935715270603	0.001896581432261794	0.0019392584691124476	0.0012333070777321596	0.001367179879441233	0.0018027597272332813	0.001293359216953126	0.001307622445905687	0.001511143085007962	0.0012662584906920952	0.001801900022652423	0.0015653784474203066	0.001496546794684384	0.001515085145962066	0.0018194665728364528	0.0018475998055789136	0.0015397106201011429	0.0015082899239239281	0.0014045746142908931	0.001571117805462729	0.001474183413193069	0.0015469869118070981	0.0015224703866849156
